,date_report,health_region,cumulative_cases
4032,2020-03-12,Regina,0.0
4072,2020-03-12,Renfrew County and District Health Unit,0.0
4029,2020-03-12,Région de Lanaudière,0.0
4053,2020-03-12,Région de Laval,0.0
4001,2020-03-12,Région de Montréal,7.0
4062,2020-03-12,Région de l'Abitibi-Témiscamingue,0.0
4017,2020-03-12,Région de l'Estrie,2.0
4050,2020-03-12,Région de l'Outaouais,0.0
4033,2020-03-12,Région de la Capitale-Nationale,0.0
4016,2020-03-12,Région de la Chaudière-Appalaches,1.0
4064,2020-03-12,Région de la Côte-Nord,0.0
4063,2020-03-12,Région de la Gaspésie Îles-de-la-Madeleine,0.0
4014,2020-03-12,Région de la Mauricie et du Centre-du-Québec,1.0
4008,2020-03-12,Région de la Montérégie,4.0
4005,2020-03-12,Région des Laurentides,2.0
4073,2020-03-12,Région des Terres-Cries-de-la-Baie-James,0.0
4052,2020-03-12,Région du Bas-Saint-Laurent,0.0
4055,2020-03-12,Région du Nord-du-Québec,0.0
4076,2020-03-12,Région du Nunavik,0.0
4058,2020-03-12,Région du Saguenay Lac-Saint-Jean,0.0
4019,2020-03-12,Saskatoon,1.0
4020,2020-03-12,Simcoe Muskoka District Health Unit,1.0
4041,2020-03-12,South Zone,0.0
4046,2020-03-12,Southern Health,0.0
4010,2020-03-12,Sudbury and District Health Unit,1.0
4047,2020-03-12,The District of Algoma Health Unit,0.0
4074,2020-03-12,Thunder Bay District Health Unit,0.0
4077,2020-03-12,Timiskaming Health Unit,0.0
3998,2020-03-12,Vancouver Coastal,25.0
4013,2020-03-12,Vancouver Island,1.0
4006,2020-03-12,Waterloo Health Unit,3.0
4042,2020-03-12,Wellington-Dufferin-Guelph Health Unit,0.0
4066,2020-03-12,Western Regional Integrated Health Authority,0.0
4059,2020-03-12,Windsor-Essex County Health Unit,0.0
4021,2020-03-12,Winnipeg Regional Health Authority,1.0
4003,2020-03-12,York Regional Health Unit,8.0
4060,2020-03-12,Yukon,0.0
4022,2020-03-12,Zone 1,1.0
4037,2020-03-12,Zone 1 - Western,0.0
4043,2020-03-12,Zone 2,0.0
4061,2020-03-12,Zone 2 - Northern,0.0
4038,2020-03-12,Zone 3,0.0
4051,2020-03-12,Zone 3 - Eastern,0.0
4067,2020-03-12,Zone 4,0.0
4039,2020-03-12,Zone 4 - Central,0.0
4075,2020-03-12,Zone 5,0.0
4079,2020-03-12,Zone 6,0.0
4078,2020-03-12,Zone 7,0.0
4133,2020-03-13,Brant County Health Unit,0.0
4089,2020-03-13,Calgary Zone,20.0
4096,2020-03-13,Central Zone,1.0
4134,2020-03-13,Chatham-Kent Health Unit,0.0
4103,2020-03-13,City of Hamilton Health Unit,1.0
4100,2020-03-13,City of Ottawa Health Unit,3.0
4080,2020-03-13,City of Toronto Health Unit,43.0
4087,2020-03-13,Durham Regional Health Unit,2.0
4109,2020-03-13,Eastern Regional Integrated Health Authority,0.0
4092,2020-03-13,Edmonton Zone,8.0
4110,2020-03-13,Far North,0.0
4085,2020-03-13,Fraser,20.0
4119,2020-03-13,Grey Bruce Health Unit,0.0
4153,2020-03-13,Haldimand-Norfolk Health Unit,0.0
4111,2020-03-13,"Haliburton, Kawartha, Pine Ridge District Health Unit",0.0
4097,2020-03-13,Halton Regional Health Unit,2.0
4139,2020-03-13,Hastings and Prince Edward Counties Health Unit,0.0
4112,2020-03-13,Huron County Health Unit,0.0
4084,2020-03-13,Interior,1.0
4120,2020-03-13,Interlake-Eastern Regional Health Authority,0.0
4129,2020-03-13,"Kingston, Frontenac and Lennox and Addington Health Unit",0.0
4113,2020-03-13,Labrador-Grenfell Regional Integrated Health Authority,0.0
4154,2020-03-13,Lambton Health Unit,0.0
4155,2020-03-13,"Leeds, Grenville and Lanark District Health Unit",0.0
4082,2020-03-13,Middlesex-London Health Unit,1.0
4108,2020-03-13,Niagara Regional Area Health Unit,1.0
4156,2020-03-13,North Bay Parry Sound District Health Unit,0.0
4125,2020-03-13,North Zone,0.0
4130,2020-03-13,Northern,0.0
4142,2020-03-13,Northwest Territories,0.0
4115,2020-03-13,Northwestern Health Unit,0.0
4081,2020-03-13,Not Reported,8.0
4094,2020-03-13,Peel Regional Health Unit,11.0
4121,2020-03-13,Peterborough County - City Health Unit,0.0
4141,2020-03-13,Porcupine Health Unit,0.0
4150,2020-03-13,Prairie Mountain Health,0.0
4116,2020-03-13,Prince Edward Island,0.0
4117,2020-03-13,Regina,0.0
4157,2020-03-13,Renfrew County and District Health Unit,0.0
4114,2020-03-13,Région de Lanaudière,0.0
4138,2020-03-13,Région de Laval,0.0
4086,2020-03-13,Région de Montréal,7.0
4147,2020-03-13,Région de l'Abitibi-Témiscamingue,0.0
4102,2020-03-13,Région de l'Estrie,2.0
4135,2020-03-13,Région de l'Outaouais,0.0
4118,2020-03-13,Région de la Capitale-Nationale,0.0
4101,2020-03-13,Région de la Chaudière-Appalaches,1.0
4149,2020-03-13,Région de la Côte-Nord,0.0
4148,2020-03-13,Région de la Gaspésie Îles-de-la-Madeleine,0.0
4099,2020-03-13,Région de la Mauricie et du Centre-du-Québec,1.0
4093,2020-03-13,Région de la Montérégie,4.0
4090,2020-03-13,Région des Laurentides,2.0
4158,2020-03-13,Région des Terres-Cries-de-la-Baie-James,0.0
4137,2020-03-13,Région du Bas-Saint-Laurent,0.0
4140,2020-03-13,Région du Nord-du-Québec,0.0
4161,2020-03-13,Région du Nunavik,0.0
4143,2020-03-13,Région du Saguenay Lac-Saint-Jean,0.0
4104,2020-03-13,Saskatoon,2.0
4105,2020-03-13,Simcoe Muskoka District Health Unit,1.0
4126,2020-03-13,South Zone,0.0
4131,2020-03-13,Southern Health,0.0
4095,2020-03-13,Sudbury and District Health Unit,1.0
4132,2020-03-13,The District of Algoma Health Unit,0.0
4159,2020-03-13,Thunder Bay District Health Unit,0.0
4162,2020-03-13,Timiskaming Health Unit,0.0
4083,2020-03-13,Vancouver Coastal,36.0
4098,2020-03-13,Vancouver Island,1.0
4091,2020-03-13,Waterloo Health Unit,4.0
4127,2020-03-13,Wellington-Dufferin-Guelph Health Unit,0.0
4151,2020-03-13,Western Regional Integrated Health Authority,0.0
4144,2020-03-13,Windsor-Essex County Health Unit,0.0
4106,2020-03-13,Winnipeg Regional Health Authority,4.0
4088,2020-03-13,York Regional Health Unit,9.0
4145,2020-03-13,Yukon,0.0
4107,2020-03-13,Zone 1,1.0
4122,2020-03-13,Zone 1 - Western,0.0
4128,2020-03-13,Zone 2,0.0
4146,2020-03-13,Zone 2 - Northern,0.0
4123,2020-03-13,Zone 3,0.0
4136,2020-03-13,Zone 3 - Eastern,0.0
4152,2020-03-13,Zone 4,0.0
4124,2020-03-13,Zone 4 - Central,0.0
4160,2020-03-13,Zone 5,0.0
4164,2020-03-13,Zone 6,0.0
4163,2020-03-13,Zone 7,0.0
4218,2020-03-14,Brant County Health Unit,0.0
4174,2020-03-14,Calgary Zone,26.0
4181,2020-03-14,Central Zone,1.0
4219,2020-03-14,Chatham-Kent Health Unit,0.0
4188,2020-03-14,City of Hamilton Health Unit,2.0
4185,2020-03-14,City of Ottawa Health Unit,5.0
4165,2020-03-14,City of Toronto Health Unit,52.0
4172,2020-03-14,Durham Regional Health Unit,5.0
4194,2020-03-14,Eastern Regional Integrated Health Authority,1.0
4177,2020-03-14,Edmonton Zone,12.0
4195,2020-03-14,Far North,1.0
4170,2020-03-14,Fraser,21.0
4204,2020-03-14,Grey Bruce Health Unit,0.0
4238,2020-03-14,Haldimand-Norfolk Health Unit,0.0
4196,2020-03-14,"Haliburton, Kawartha, Pine Ridge District Health Unit",1.0
4182,2020-03-14,Halton Regional Health Unit,3.0
4224,2020-03-14,Hastings and Prince Edward Counties Health Unit,0.0
4197,2020-03-14,Huron County Health Unit,1.0
4169,2020-03-14,Interior,2.0
4205,2020-03-14,Interlake-Eastern Regional Health Authority,0.0
4214,2020-03-14,"Kingston, Frontenac and Lennox and Addington Health Unit",0.0
4198,2020-03-14,Labrador-Grenfell Regional Integrated Health Authority,1.0
4239,2020-03-14,Lambton Health Unit,0.0
4240,2020-03-14,"Leeds, Grenville and Lanark District Health Unit",0.0
4167,2020-03-14,Middlesex-London Health Unit,2.0
4193,2020-03-14,Niagara Regional Area Health Unit,1.0
4241,2020-03-14,North Bay Parry Sound District Health Unit,0.0
4210,2020-03-14,North Zone,0.0
4215,2020-03-14,Northern,0.0
4227,2020-03-14,Northwest Territories,0.0
4200,2020-03-14,Northwestern Health Unit,1.0
4166,2020-03-14,Not Reported,10.0
4179,2020-03-14,Peel Regional Health Unit,12.0
4206,2020-03-14,Peterborough County - City Health Unit,0.0
4226,2020-03-14,Porcupine Health Unit,0.0
4235,2020-03-14,Prairie Mountain Health,0.0
4201,2020-03-14,Prince Edward Island,1.0
4202,2020-03-14,Regina,3.0
4242,2020-03-14,Renfrew County and District Health Unit,0.0
4199,2020-03-14,Région de Lanaudière,1.0
4223,2020-03-14,Région de Laval,0.0
4171,2020-03-14,Région de Montréal,9.0
4232,2020-03-14,Région de l'Abitibi-Témiscamingue,0.0
4187,2020-03-14,Région de l'Estrie,3.0
4220,2020-03-14,Région de l'Outaouais,0.0
4203,2020-03-14,Région de la Capitale-Nationale,0.0
4186,2020-03-14,Région de la Chaudière-Appalaches,1.0
4234,2020-03-14,Région de la Côte-Nord,0.0
4233,2020-03-14,Région de la Gaspésie Îles-de-la-Madeleine,0.0
4184,2020-03-14,Région de la Mauricie et du Centre-du-Québec,1.0
4178,2020-03-14,Région de la Montérégie,7.0
4175,2020-03-14,Région des Laurentides,2.0
4243,2020-03-14,Région des Terres-Cries-de-la-Baie-James,0.0
4222,2020-03-14,Région du Bas-Saint-Laurent,0.0
4225,2020-03-14,Région du Nord-du-Québec,0.0
4246,2020-03-14,Région du Nunavik,0.0
4228,2020-03-14,Région du Saguenay Lac-Saint-Jean,0.0
4189,2020-03-14,Saskatoon,2.0
4190,2020-03-14,Simcoe Muskoka District Health Unit,1.0
4211,2020-03-14,South Zone,0.0
4216,2020-03-14,Southern Health,0.0
4180,2020-03-14,Sudbury and District Health Unit,1.0
4217,2020-03-14,The District of Algoma Health Unit,0.0
4244,2020-03-14,Thunder Bay District Health Unit,0.0
4247,2020-03-14,Timiskaming Health Unit,0.0
4168,2020-03-14,Vancouver Coastal,43.0
4183,2020-03-14,Vancouver Island,1.0
4176,2020-03-14,Waterloo Health Unit,6.0
4212,2020-03-14,Wellington-Dufferin-Guelph Health Unit,0.0
4236,2020-03-14,Western Regional Integrated Health Authority,0.0
4229,2020-03-14,Windsor-Essex County Health Unit,0.0
4191,2020-03-14,Winnipeg Regional Health Authority,4.0
4173,2020-03-14,York Regional Health Unit,9.0
4230,2020-03-14,Yukon,0.0
4192,2020-03-14,Zone 1,2.0
4207,2020-03-14,Zone 1 - Western,0.0
4213,2020-03-14,Zone 2,0.0
4231,2020-03-14,Zone 2 - Northern,0.0
4208,2020-03-14,Zone 3,0.0
4221,2020-03-14,Zone 3 - Eastern,0.0
4237,2020-03-14,Zone 4,0.0
4209,2020-03-14,Zone 4 - Central,0.0
4245,2020-03-14,Zone 5,0.0
4249,2020-03-14,Zone 6,0.0
4248,2020-03-14,Zone 7,0.0
4303,2020-03-15,Brant County Health Unit,0.0
4259,2020-03-15,Calgary Zone,40.0
4266,2020-03-15,Central Zone,1.0
4304,2020-03-15,Chatham-Kent Health Unit,0.0
4273,2020-03-15,City of Hamilton Health Unit,5.0
4270,2020-03-15,City of Ottawa Health Unit,10.0
4250,2020-03-15,City of Toronto Health Unit,66.0
4257,2020-03-15,Durham Regional Health Unit,7.0
4279,2020-03-15,Eastern Regional Integrated Health Authority,1.0
4262,2020-03-15,Edmonton Zone,15.0
4280,2020-03-15,Far North,1.0
4255,2020-03-15,Fraser,21.0
4289,2020-03-15,Grey Bruce Health Unit,2.0
4323,2020-03-15,Haldimand-Norfolk Health Unit,0.0
4281,2020-03-15,"Haliburton, Kawartha, Pine Ridge District Health Unit",2.0
4267,2020-03-15,Halton Regional Health Unit,3.0
4309,2020-03-15,Hastings and Prince Edward Counties Health Unit,0.0
4282,2020-03-15,Huron County Health Unit,1.0
4254,2020-03-15,Interior,2.0
4290,2020-03-15,Interlake-Eastern Regional Health Authority,1.0
4299,2020-03-15,"Kingston, Frontenac and Lennox and Addington Health Unit",0.0
4283,2020-03-15,Labrador-Grenfell Regional Integrated Health Authority,1.0
4324,2020-03-15,Lambton Health Unit,0.0
4325,2020-03-15,"Leeds, Grenville and Lanark District Health Unit",0.0
4252,2020-03-15,Middlesex-London Health Unit,2.0
4278,2020-03-15,Niagara Regional Area Health Unit,2.0
4326,2020-03-15,North Bay Parry Sound District Health Unit,0.0
4295,2020-03-15,North Zone,0.0
4300,2020-03-15,Northern,0.0
4312,2020-03-15,Northwest Territories,0.0
4285,2020-03-15,Northwestern Health Unit,1.0
4251,2020-03-15,Not Reported,10.0
4264,2020-03-15,Peel Regional Health Unit,17.0
4291,2020-03-15,Peterborough County - City Health Unit,1.0
4311,2020-03-15,Porcupine Health Unit,0.0
4320,2020-03-15,Prairie Mountain Health,0.0
4286,2020-03-15,Prince Edward Island,1.0
4287,2020-03-15,Regina,3.0
4327,2020-03-15,Renfrew County and District Health Unit,0.0
4284,2020-03-15,Région de Lanaudière,2.0
4308,2020-03-15,Région de Laval,0.0
4256,2020-03-15,Région de Montréal,13.0
4317,2020-03-15,Région de l'Abitibi-Témiscamingue,0.0
4272,2020-03-15,Région de l'Estrie,4.0
4305,2020-03-15,Région de l'Outaouais,0.0
4288,2020-03-15,Région de la Capitale-Nationale,2.0
4271,2020-03-15,Région de la Chaudière-Appalaches,3.0
4319,2020-03-15,Région de la Côte-Nord,0.0
4318,2020-03-15,Région de la Gaspésie Îles-de-la-Madeleine,0.0
4269,2020-03-15,Région de la Mauricie et du Centre-du-Québec,3.0
4263,2020-03-15,Région de la Montérégie,9.0
4260,2020-03-15,Région des Laurentides,3.0
4328,2020-03-15,Région des Terres-Cries-de-la-Baie-James,0.0
4307,2020-03-15,Région du Bas-Saint-Laurent,0.0
4310,2020-03-15,Région du Nord-du-Québec,0.0
4331,2020-03-15,Région du Nunavik,0.0
4313,2020-03-15,Région du Saguenay Lac-Saint-Jean,0.0
4274,2020-03-15,Saskatoon,2.0
4275,2020-03-15,Simcoe Muskoka District Health Unit,3.0
4296,2020-03-15,South Zone,0.0
4301,2020-03-15,Southern Health,0.0
4265,2020-03-15,Sudbury and District Health Unit,1.0
4302,2020-03-15,The District of Algoma Health Unit,0.0
4329,2020-03-15,Thunder Bay District Health Unit,0.0
4332,2020-03-15,Timiskaming Health Unit,0.0
4253,2020-03-15,Vancouver Coastal,43.0
4268,2020-03-15,Vancouver Island,1.0
4261,2020-03-15,Waterloo Health Unit,8.0
4297,2020-03-15,Wellington-Dufferin-Guelph Health Unit,0.0
4321,2020-03-15,Western Regional Integrated Health Authority,0.0
4314,2020-03-15,Windsor-Essex County Health Unit,0.0
4276,2020-03-15,Winnipeg Regional Health Authority,6.0
4258,2020-03-15,York Regional Health Unit,13.0
4315,2020-03-15,Yukon,0.0
4277,2020-03-15,Zone 1,2.0
4292,2020-03-15,Zone 1 - Western,1.0
4298,2020-03-15,Zone 2,0.0
4316,2020-03-15,Zone 2 - Northern,0.0
4293,2020-03-15,Zone 3,4.0
4306,2020-03-15,Zone 3 - Eastern,0.0
4322,2020-03-15,Zone 4,0.0
4294,2020-03-15,Zone 4 - Central,2.0
4330,2020-03-15,Zone 5,0.0
4334,2020-03-15,Zone 6,0.0
4333,2020-03-15,Zone 7,0.0
4388,2020-03-16,Brant County Health Unit,0.0
4344,2020-03-16,Calgary Zone,52.0
4351,2020-03-16,Central Zone,2.0
4389,2020-03-16,Chatham-Kent Health Unit,0.0
4358,2020-03-16,City of Hamilton Health Unit,9.0
4355,2020-03-16,City of Ottawa Health Unit,13.0
4335,2020-03-16,City of Toronto Health Unit,77.0
4342,2020-03-16,Durham Regional Health Unit,8.0
4364,2020-03-16,Eastern Regional Integrated Health Authority,1.0
4347,2020-03-16,Edmonton Zone,18.0
4365,2020-03-16,Far North,1.0
4340,2020-03-16,Fraser,29.0
4374,2020-03-16,Grey Bruce Health Unit,2.0
4408,2020-03-16,Haldimand-Norfolk Health Unit,0.0
4366,2020-03-16,"Haliburton, Kawartha, Pine Ridge District Health Unit",2.0
4352,2020-03-16,Halton Regional Health Unit,4.0
4394,2020-03-16,Hastings and Prince Edward Counties Health Unit,0.0
4367,2020-03-16,Huron County Health Unit,1.0
4339,2020-03-16,Interior,2.0
4375,2020-03-16,Interlake-Eastern Regional Health Authority,1.0
4384,2020-03-16,"Kingston, Frontenac and Lennox and Addington Health Unit",0.0
4368,2020-03-16,Labrador-Grenfell Regional Integrated Health Authority,1.0
4409,2020-03-16,Lambton Health Unit,0.0
4410,2020-03-16,"Leeds, Grenville and Lanark District Health Unit",0.0
4337,2020-03-16,Middlesex-London Health Unit,2.0
4363,2020-03-16,Niagara Regional Area Health Unit,3.0
4411,2020-03-16,North Bay Parry Sound District Health Unit,0.0
4380,2020-03-16,North Zone,1.0
4385,2020-03-16,Northern,0.0
4397,2020-03-16,Northwest Territories,0.0
4370,2020-03-16,Northwestern Health Unit,1.0
4336,2020-03-16,Not Reported,16.0
4349,2020-03-16,Peel Regional Health Unit,21.0
4376,2020-03-16,Peterborough County - City Health Unit,1.0
4396,2020-03-16,Porcupine Health Unit,0.0
4405,2020-03-16,Prairie Mountain Health,0.0
4371,2020-03-16,Prince Edward Island,1.0
4372,2020-03-16,Regina,4.0
4412,2020-03-16,Renfrew County and District Health Unit,0.0
4369,2020-03-16,Région de Lanaudière,3.0
4393,2020-03-16,Région de Laval,0.0
4341,2020-03-16,Région de Montréal,21.0
4402,2020-03-16,Région de l'Abitibi-Témiscamingue,0.0
4357,2020-03-16,Région de l'Estrie,4.0
4390,2020-03-16,Région de l'Outaouais,0.0
4373,2020-03-16,Région de la Capitale-Nationale,2.0
4356,2020-03-16,Région de la Chaudière-Appalaches,4.0
4404,2020-03-16,Région de la Côte-Nord,0.0
4403,2020-03-16,Région de la Gaspésie Îles-de-la-Madeleine,0.0
4354,2020-03-16,Région de la Mauricie et du Centre-du-Québec,3.0
4348,2020-03-16,Région de la Montérégie,10.0
4345,2020-03-16,Région des Laurentides,3.0
4413,2020-03-16,Région des Terres-Cries-de-la-Baie-James,0.0
4392,2020-03-16,Région du Bas-Saint-Laurent,0.0
4395,2020-03-16,Région du Nord-du-Québec,0.0
4416,2020-03-16,Région du Nunavik,0.0
4398,2020-03-16,Région du Saguenay Lac-Saint-Jean,0.0
4359,2020-03-16,Saskatoon,2.0
4360,2020-03-16,Simcoe Muskoka District Health Unit,3.0
4381,2020-03-16,South Zone,1.0
4386,2020-03-16,Southern Health,0.0
4350,2020-03-16,Sudbury and District Health Unit,2.0
4387,2020-03-16,The District of Algoma Health Unit,0.0
4414,2020-03-16,Thunder Bay District Health Unit,0.0
4417,2020-03-16,Timiskaming Health Unit,0.0
4338,2020-03-16,Vancouver Coastal,56.0
4353,2020-03-16,Vancouver Island,8.0
4346,2020-03-16,Waterloo Health Unit,8.0
4382,2020-03-16,Wellington-Dufferin-Guelph Health Unit,1.0
4406,2020-03-16,Western Regional Integrated Health Authority,0.0
4399,2020-03-16,Windsor-Essex County Health Unit,0.0
4361,2020-03-16,Winnipeg Regional Health Authority,7.0
4343,2020-03-16,York Regional Health Unit,18.0
4400,2020-03-16,Yukon,0.0
4362,2020-03-16,Zone 1,2.0
4377,2020-03-16,Zone 1 - Western,1.0
4383,2020-03-16,Zone 2,1.0
4401,2020-03-16,Zone 2 - Northern,0.0
4378,2020-03-16,Zone 3,4.0
4391,2020-03-16,Zone 3 - Eastern,0.0
4407,2020-03-16,Zone 4,0.0
4379,2020-03-16,Zone 4 - Central,4.0
4415,2020-03-16,Zone 5,0.0
4419,2020-03-16,Zone 6,0.0
4418,2020-03-16,Zone 7,0.0
4473,2020-03-17,Brant County Health Unit,0.0
4429,2020-03-17,Calgary Zone,70.0
4436,2020-03-17,Central Zone,3.0
4474,2020-03-17,Chatham-Kent Health Unit,0.0
4443,2020-03-17,City of Hamilton Health Unit,14.0
4440,2020-03-17,City of Ottawa Health Unit,13.0
4420,2020-03-17,City of Toronto Health Unit,77.0
4427,2020-03-17,Durham Regional Health Unit,8.0
4449,2020-03-17,Eastern Regional Integrated Health Authority,1.0
4432,2020-03-17,Edmonton Zone,20.0
4450,2020-03-17,Far North,1.0
4425,2020-03-17,Fraser,49.0
4459,2020-03-17,Grey Bruce Health Unit,2.0
4493,2020-03-17,Haldimand-Norfolk Health Unit,0.0
4451,2020-03-17,"Haliburton, Kawartha, Pine Ridge District Health Unit",2.0
4437,2020-03-17,Halton Regional Health Unit,4.0
4479,2020-03-17,Hastings and Prince Edward Counties Health Unit,0.0
4452,2020-03-17,Huron County Health Unit,1.0
4424,2020-03-17,Interior,7.0
4460,2020-03-17,Interlake-Eastern Regional Health Authority,1.0
4469,2020-03-17,"Kingston, Frontenac and Lennox and Addington Health Unit",3.0
4453,2020-03-17,Labrador-Grenfell Regional Integrated Health Authority,3.0
4494,2020-03-17,Lambton Health Unit,0.0
4495,2020-03-17,"Leeds, Grenville and Lanark District Health Unit",0.0
4422,2020-03-17,Middlesex-London Health Unit,4.0
4448,2020-03-17,Niagara Regional Area Health Unit,3.0
4496,2020-03-17,North Bay Parry Sound District Health Unit,0.0
4465,2020-03-17,North Zone,3.0
4470,2020-03-17,Northern,2.0
4482,2020-03-17,Northwest Territories,0.0
4455,2020-03-17,Northwestern Health Unit,1.0
4421,2020-03-17,Not Reported,17.0
4434,2020-03-17,Peel Regional Health Unit,21.0
4461,2020-03-17,Peterborough County - City Health Unit,1.0
4481,2020-03-17,Porcupine Health Unit,0.0
4490,2020-03-17,Prairie Mountain Health,0.0
4456,2020-03-17,Prince Edward Island,1.0
4457,2020-03-17,Regina,5.0
4497,2020-03-17,Renfrew County and District Health Unit,0.0
4454,2020-03-17,Région de Lanaudière,6.0
4478,2020-03-17,Région de Laval,0.0
4426,2020-03-17,Région de Montréal,28.0
4487,2020-03-17,Région de l'Abitibi-Témiscamingue,0.0
4442,2020-03-17,Région de l'Estrie,10.0
4475,2020-03-17,Région de l'Outaouais,0.0
4458,2020-03-17,Région de la Capitale-Nationale,3.0
4441,2020-03-17,Région de la Chaudière-Appalaches,4.0
4489,2020-03-17,Région de la Côte-Nord,0.0
4488,2020-03-17,Région de la Gaspésie Îles-de-la-Madeleine,0.0
4439,2020-03-17,Région de la Mauricie et du Centre-du-Québec,3.0
4433,2020-03-17,Région de la Montérégie,13.0
4430,2020-03-17,Région des Laurentides,7.0
4498,2020-03-17,Région des Terres-Cries-de-la-Baie-James,0.0
4477,2020-03-17,Région du Bas-Saint-Laurent,0.0
4480,2020-03-17,Région du Nord-du-Québec,0.0
4501,2020-03-17,Région du Nunavik,0.0
4483,2020-03-17,Région du Saguenay Lac-Saint-Jean,0.0
4444,2020-03-17,Saskatoon,2.0
4445,2020-03-17,Simcoe Muskoka District Health Unit,4.0
4466,2020-03-17,South Zone,1.0
4471,2020-03-17,Southern Health,2.0
4435,2020-03-17,Sudbury and District Health Unit,2.0
4472,2020-03-17,The District of Algoma Health Unit,0.0
4499,2020-03-17,Thunder Bay District Health Unit,0.0
4502,2020-03-17,Timiskaming Health Unit,0.0
4423,2020-03-17,Vancouver Coastal,108.0
4438,2020-03-17,Vancouver Island,12.0
4431,2020-03-17,Waterloo Health Unit,8.0
4467,2020-03-17,Wellington-Dufferin-Guelph Health Unit,1.0
4491,2020-03-17,Western Regional Integrated Health Authority,0.0
4484,2020-03-17,Windsor-Essex County Health Unit,0.0
4446,2020-03-17,Winnipeg Regional Health Authority,12.0
4428,2020-03-17,York Regional Health Unit,19.0
4485,2020-03-17,Yukon,0.0
4447,2020-03-17,Zone 1,2.0
4462,2020-03-17,Zone 1 - Western,2.0
4468,2020-03-17,Zone 2,1.0
4486,2020-03-17,Zone 2 - Northern,0.0
4463,2020-03-17,Zone 3,5.0
4476,2020-03-17,Zone 3 - Eastern,0.0
4492,2020-03-17,Zone 4,0.0
4464,2020-03-17,Zone 4 - Central,5.0
4500,2020-03-17,Zone 5,0.0
4504,2020-03-17,Zone 6,0.0
4503,2020-03-17,Zone 7,0.0
4558,2020-03-18,Brant County Health Unit,1.0
4514,2020-03-18,Calgary Zone,83.0
4521,2020-03-18,Central Zone,3.0
4559,2020-03-18,Chatham-Kent Health Unit,2.0
4528,2020-03-18,City of Hamilton Health Unit,16.0
4525,2020-03-18,City of Ottawa Health Unit,14.0
4505,2020-03-18,City of Toronto Health Unit,80.0
4512,2020-03-18,Durham Regional Health Unit,8.0
4534,2020-03-18,Eastern Regional Integrated Health Authority,1.0
4517,2020-03-18,Edmonton Zone,27.0
4535,2020-03-18,Far North,2.0
4510,2020-03-18,Fraser,60.0
4544,2020-03-18,Grey Bruce Health Unit,3.0
4578,2020-03-18,Haldimand-Norfolk Health Unit,0.0
4536,2020-03-18,"Haliburton, Kawartha, Pine Ridge District Health Unit",2.0
4522,2020-03-18,Halton Regional Health Unit,8.0
4564,2020-03-18,Hastings and Prince Edward Counties Health Unit,0.0
4537,2020-03-18,Huron County Health Unit,2.0
4509,2020-03-18,Interior,9.0
4545,2020-03-18,Interlake-Eastern Regional Health Authority,1.0
4554,2020-03-18,"Kingston, Frontenac and Lennox and Addington Health Unit",3.0
4538,2020-03-18,Labrador-Grenfell Regional Integrated Health Authority,3.0
4579,2020-03-18,Lambton Health Unit,0.0
4580,2020-03-18,"Leeds, Grenville and Lanark District Health Unit",0.0
4507,2020-03-18,Middlesex-London Health Unit,5.0
4533,2020-03-18,Niagara Regional Area Health Unit,4.0
4581,2020-03-18,North Bay Parry Sound District Health Unit,0.0
4550,2020-03-18,North Zone,4.0
4555,2020-03-18,Northern,2.0
4567,2020-03-18,Northwest Territories,0.0
4540,2020-03-18,Northwestern Health Unit,1.0
4506,2020-03-18,Not Reported,17.0
4519,2020-03-18,Peel Regional Health Unit,23.0
4546,2020-03-18,Peterborough County - City Health Unit,1.0
4566,2020-03-18,Porcupine Health Unit,0.0
4575,2020-03-18,Prairie Mountain Health,0.0
4541,2020-03-18,Prince Edward Island,1.0
4542,2020-03-18,Regina,8.0
4582,2020-03-18,Renfrew County and District Health Unit,0.0
4539,2020-03-18,Région de Lanaudière,6.0
4563,2020-03-18,Région de Laval,0.0
4511,2020-03-18,Région de Montréal,31.0
4572,2020-03-18,Région de l'Abitibi-Témiscamingue,0.0
4527,2020-03-18,Région de l'Estrie,18.0
4560,2020-03-18,Région de l'Outaouais,1.0
4543,2020-03-18,Région de la Capitale-Nationale,8.0
4526,2020-03-18,Région de la Chaudière-Appalaches,6.0
4574,2020-03-18,Région de la Côte-Nord,0.0
4573,2020-03-18,Région de la Gaspésie Îles-de-la-Madeleine,0.0
4524,2020-03-18,Région de la Mauricie et du Centre-du-Québec,3.0
4518,2020-03-18,Région de la Montérégie,13.0
4515,2020-03-18,Région des Laurentides,8.0
4583,2020-03-18,Région des Terres-Cries-de-la-Baie-James,0.0
4562,2020-03-18,Région du Bas-Saint-Laurent,0.0
4565,2020-03-18,Région du Nord-du-Québec,0.0
4586,2020-03-18,Région du Nunavik,0.0
4568,2020-03-18,Région du Saguenay Lac-Saint-Jean,0.0
4529,2020-03-18,Saskatoon,5.0
4530,2020-03-18,Simcoe Muskoka District Health Unit,5.0
4551,2020-03-18,South Zone,3.0
4556,2020-03-18,Southern Health,2.0
4520,2020-03-18,Sudbury and District Health Unit,2.0
4557,2020-03-18,The District of Algoma Health Unit,1.0
4584,2020-03-18,Thunder Bay District Health Unit,0.0
4587,2020-03-18,Timiskaming Health Unit,0.0
4508,2020-03-18,Vancouver Coastal,136.0
